,NAME,FNAME,POSITION,POSITION2,HAND,OVERALLRTG,FGPBASE,THREEPTBAS,FTPBASE,DNKABILITY,STLABILITY,BLKABILITY,OREABILITY,DREABILITY,BALABILITY,OFFABILITY,DEFABILITY,SPEED,QUICK,JUMP,DRIBBLE,DSTRENGTH,DHARDY,DSHOOTRANG,FATIGUE,INSIDESC,THREEPTATT,PRIMACY,CHEMTYPE,year
2358,Referee,Ref,0.0,0.0,0,34,0,0.0,0,99,0,0,0.0,0.0,0,0.0,0.0,80,80,99,0,31,99,12,99,0.0,99.0,98,5.0,08
2359,Referee,Ref,0.0,0.0,0,33,0,0.0,0,90,0,0,0.0,0.0,0,0.0,0.0,80,80,75,0,40,99,12,99,0.0,99.0,56,7.0,08
2360,Referee,Ref,0.0,0.0,0,22,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,80,80,35,0,29,99,12,99,0.0,99.0,0,10.0,08
2361,Pettit,Bob,0.0,1.0,0,85,90,21.0,79,46,31,47,81.0,86.0,61,95.0,74.0,52,59,49,60,82,84,18,93,93.0,1.0,81,10.0,08
2362,Schayes,Dolph,1.0,0.0,0,83,76,8.0,84,55,26,76,72.0,81.0,69,85.0,79.0,55,50,55,45,75,88,13,92,88.0,1.0,77,10.0,08
2363,Sharman,Bill,3.0,4.0,0,83,94,92.0,93,21,86,12,21.0,38.0,79,94.0,90.0,75,81,43,84,28,87,25,91,51.0,1.0,77,6.0,08
2364,Cousy,Bob,4.0,4.0,0,94,88,84.0,94,19,88,19,39.0,69.0,99,97.0,89.0,93,97,59,97,39,90,25,95,55.0,1.0,73,10.0,08
2365,Gallatin,Harry,1.0,0.0,0,82,79,5.0,77,45,28,64,75.0,89.0,38,89.0,79.0,53,52,59,35,93,99,13,90,84.0,1.0,65,10.0,08
2366,Guerin,Richie,2.0,3.0,0,80,82,75.0,79,23,69,16,25.0,52.0,79,85.0,78.0,76,73,48,83,49,88,25,91,49.0,1.0,50,3.0,08
2367,Hagan,Cliff,2.0,2.0,0,81,78,44.0,80,10,82,15,46.0,69.0,56,88.0,76.0,79,78,67,81,39,88,20,90,84.0,1.0,55,7.0,08
2368,Braun,Carl,3.0,2.0,0,80,82,81.0,84,5,61,22,46.0,69.0,86,85.0,79.0,62,68,47,72,49,86,25,91,45.0,1.0,50,10.0,08
2369,Chamberlain,Wilt,0.0,0.0,0,93,86,6.0,51,99,39,99,75.0,95.0,58,86.0,80.0,68,63,65,51,85,90,13,90,99.0,0.0,99,10.0,08
2370,Russell,Bill,0.0,1.0,1,94,77,0.0,56,86,45,99,85.0,99.0,74,81.0,99.0,68,59,77,46,89,90,12,93,82.0,1.0,60,2.0,08
2371,Baylor,Elgin,2.0,1.0,0,96,87,45.0,79,81,48,49,67.0,84.0,68,97.0,80.0,81,80,82,92,65,90,20,90,95.0,1.0,88,10.0,08
2372,Robertson,Oscar,3.0,4.0,0,94,92,80.0,84,79,72,15,48.0,67.0,82,95.0,85.0,81,78,70,94,55,85,25,90,75.0,1.0,60,7.0,08
2373,Reed,Willis,0.0,1.0,1,86,86,5.0,75,80,50,69,70.0,85.0,41,93.0,75.0,58,59,56,38,88,86,13,90,91.0,1.0,75,7.0,08
2374,Greer,Hal,3.0,4.0,0,82,82,84.0,83,35,66,11,25.0,27.0,69,95.0,77.0,89,92,65,80,34,88,25,90,56.0,1.0,90,10.0,08
2375,Wilkens,Lenny,4.0,3.0,1,89,79,70.0,78,50,86,15,26.0,41.0,98,97.0,95.0,93,97,46,97,33,81,25,92,63.0,1.0,50,10.0,08
2376,Lucas,Jerry,1.0,2.0,0,88,77,60.0,78,45,35,76,92.0,91.0,71,96.0,95.0,51,48,53,59,52,75,25,90,84.0,1.0,60,10.0,08
2377,Jones,Sam,3.0,2.0,0,84,90,77.0,82,10,73,24,24.0,45.0,78,95.0,80.0,82,80,64,93,49,84,25,90,61.0,1.0,75,3.0,08
2378,Heinsohn,Tommy,1.0,1.0,0,81,76,48.0,79,50,33,75,37.0,80.0,42,91.0,82.0,52,54,49,46,81,86,20,90,82.0,1.0,60,10.0,08
2379,Bellamy,Walt,0.0,1.0,0,85,75,0.0,65,75,35,76,75.0,87.0,46,80.0,82.0,56,71,75,44,71,90,12,90,82.0,1.0,75,10.0,08
2380,Lanier,Bob,0.0,1.0,1,84,78,2.0,76,79,28,76,68.0,89.0,58,85.0,81.0,57,53,56,37,88,82,13,90,86.0,1.0,56,10.0,08
2381,Havlicek,John,2.0,3.0,0,91,81,82.0,82,64,72,21,41.0,57.0,98,95.0,91.0,85,77,51,93,56,90,25,90,54.0,1.0,65,10.0,08
2382,Barry,Rick,2.0,3.0,0,92,95,94.0,98,82,46,32,51.0,68.0,80,96.0,65.0,68,66,58,93,52,95,25,93,71.0,2.0,67,10.0,08
2383,Maravich,Pete,3.0,4.0,0,95,91,96.0,85,22,79,21,34.0,46.0,99,97.0,80.0,97,95,82,99,47,93,25,90,68.0,1.0,75,10.0,08
2384,Frazier,Walt,4.0,3.0,0,91,82,75.0,79,69,90,5,27.0,39.0,96,95.0,92.0,88,94,61,95,47,85,25,90,64.0,1.0,72,10.0,08
2385,Cowens,Dave,0.0,1.0,1,89,78,5.0,78,69,41,76,79.0,89.0,69,81.0,92.0,58,56,68,53,87,86,13,90,84.0,1.0,54,2.0,08
2386,Monroe,Earl,3.0,4.0,0,89,87,79.0,80,26,72,25,37.0,46.0,93,92.0,83.0,91,93,50,98,45,89,25,92,66.0,1.0,70,10.0,08
2387,Archibald,Nate,4.0,4.0,1,90,85,83.0,83,63,79,23,25.0,36.0,98,96.0,81.0,95,96,52,97,27,85,25,90,59.0,1.0,55,10.0,08
2388,Cunningham,Billy,2.0,2.0,1,84,76,34.0,71,70,86,22,55.0,50.0,57,82.0,92.0,72,88,65,62,67,81,20,90,80.0,1.0,50,10.0,08
2389,Bing,Dave,3.0,3.0,0,82,85,83.0,80,21,46,22,36.0,51.0,79,91.0,85.0,81,79,52,81,36,88,25,90,62.0,1.0,68,6.0,08
2390,Walton,Bill,0.0,1.0,0,90,87,3.0,67,81,34,75,80.0,91.0,73,94.0,85.0,57,54,67,44,87,81,13,90,92.0,1.0,62,1.0,08
2391,Malone,Moses,0.0,0.0,0,92,77,2.0,76,95,25,89,84.0,92.0,55,80.0,91.0,51,58,82,38,92,93,13,90,98.0,1.0,74,10.0,08
2392,Bird,Larry,1.0,2.0,0,98,97,95.0,89,79,81,31,67.0,72.0,99,99.0,94.0,65,75,50,90,43,87,25,90,90.0,9.0,88,10.0,08
2393,Erving,Julius,2.0,3.0,0,95,80,47.0,78,99,83,70,66.0,74.0,56,87.0,92.0,87,90,90,71,41,90,20,90,64.0,1.0,94,10.0,08
2394,Gervin,George,3.0,2.0,0,85,88,30.0,84,99,38,34,65.0,72.0,47,88.0,52.0,55,57,99,77,80,75,20,90,86.0,1.0,81,10.0,08
2395,Johnson,Magic,4.0,3.0,0,98,81,80.0,85,52,79,75,47.0,75.0,99,99.0,84.0,81,78,57,99,67,82,25,90,80.0,8.0,71,10.0,08
2396,Thomas,Isiah,4.0,4.0,0,90,75,65.0,76,69,75,20,33.0,48.0,96,95.0,89.0,94,96,65,99,44,80,25,90,48.0,1.0,67,2.0,08
2397,McHale,Kevin,1.0,2.0,0,87,75,18.0,80,79,25,75,71.0,84.0,65,85.0,94.0,47,52,61,44,85,85,15,90,95.0,1.0,52,10.0,08
2398,Worthy,James,2.0,1.0,0,89,75,39.0,78,93,43,59,66.0,74.0,51,90.0,80.0,87,80,92,54,71,75,20,90,81.0,3.0,60,5.0,08
2399,Wilkins,Dominique,2.0,1.0,0,88,76,45.0,81,99,33,45,48.0,61.0,55,88.0,70.0,84,82,96,80,53,90,20,90,74.0,10.0,82,10.0,08
2400,O'Neal,Shaquille,0.0,0.0,0,90,89,0.0,52,97,33,86,74.0,91.0,50,84.0,95.0,63,66,75,40,99,80,12,74,95.0,0.0,72,10.0,08
2401,Malone,Karl,1.0,1.0,0,95,91,12.0,77,92,42,76,72.0,89.0,71,95.0,83.0,68,66,75,52,81,94,15,90,94.0,1.0,78,8.0,08
2402,Miller,Reggie,3.0,3.0,0,76,95,93.0,90,53,44,7,13.0,34.0,61,88.0,78.0,78,73,50,60,30,89,25,90,47.0,36.0,78,10.0,08
2403,Payton,Gary,4.0,3.0,0,87,78,56.0,71,53,95,5,14.0,35.0,85,87.0,96.0,95,95,50,97,32,92,23,90,82.0,18.0,78,7.0,08
2404,Hill,Grant,2.0,2.0,0,89,80,17.0,82,92,80,18,23.0,58.0,86,90.0,90.0,84,87,75,81,54,88,15,90,83.0,1.0,90,6.0,08
2405,Hardaway,Penny,3.0,4.0,0,90,86,62.0,77,88,83,16,34.0,41.0,89,83.0,77.0,90,89,90,92,43,80,25,82,67.0,18.0,82,1.0,08
2406,Drexler,Clyde,3.0,2.0,0,95,81,71.0,79,95,85,30,58.0,54.0,80,89.0,83.0,87,89,92,81,52,88,25,90,54.0,35.0,65,4.0,08
2407,Unseld,Wes,0.0,1.0,0,87,78,0.0,63,71,34,49,97.0,92.0,54,88.0,94.0,48,55,79,44,95,96,12,94,82.0,1.0,50,1.0,08
2408,Parker,Tony,4.0,4.0,0,80,80,60.0,65,5,65,1,12.0,47.0,84,89.0,77.0,99,99,60,88,43,85,25,81,75.0,14.0,70,3.0,08
2409,Carter,Vince,2.0,3.0,0,87,83,77.0,79,94,70,20,29.0,54.0,56,91.0,65.0,82,80,98,83,60,55,25,79,80.0,16.0,82,0.0,08
2410,Hamilton,Richard,3.0,2.0,0,78,78,72.0,85,69,49,2,19.0,39.0,55,81.0,68.0,80,84,62,80,44,90,25,82,60.0,10.0,67,2.0,08
2411,Bosh,Chris,1.0,0.0,1,87,84,57.0,76,80,46,80,70.0,80.0,23,86.0,80.0,67,65,80,60,50,70,23,81,85.0,1.0,56,3.0,08
2412,Billups,Chauncey,4.0,3.0,0,83,80,81.0,89,35,82,1,12.0,40.0,80,82.0,83.0,80,86,65,86,65,84,25,80,55.0,42.0,61,3.0,08
2413,Arenas,Gilbert,4.0,3.0,0,90,82,80.0,82,75,83,35,46.0,56.0,86,87.0,82.0,86,86,60,86,60,70,25,65,60.0,1.0,75,3.0,08
2414,Wade,Dwyane,3.0,4.0,0,93,80,50.0,76,87,82,43,25.0,50.0,81,90.0,83.0,94,90,89,90,60,73,23,80,87.0,7.0,87,3.0,08
2415,McGrady,Tracy,2.0,3.0,0,93,86,80.0,85,93,81,25,16.0,68.0,80,91.0,82.0,85,85,90,83,50,70,25,86,80.0,32.0,83,9.0,08
2416,O'Neal,Shaquille,0.0,0.0,0,89,67,0.0,46,97,33,88,79.0,91.0,62,99.0,95.0,60,65,70,30,99,85,12,65,95.0,0.0,82,4.0,08
2417,Duncan,Tim,1.0,0.0,0,91,85,22.0,67,85,36,90,74.0,94.0,50,93.0,96.0,66,65,60,35,85,85,18,71,99.0,1.0,76,3.0,08
2418,Garnett,Kevin,1.0,2.0,0,97,80,41.0,80,90,60,85,63.0,94.0,72,87.0,90.0,70,70,89,61,85,84,20,60,88.0,2.0,76,3.0,08
2419,Bryant,Kobe,3.0,2.0,0,97,87,80.0,85,95,80,20,33.0,66.0,80,96.0,80.0,87,90,95,88,60,85,25,80,80.0,18.0,89,4.0,08
2420,James,LeBron,2.0,3.0,0,97,80,74.0,75,96,82,40,20.0,75.0,83,90.0,79.0,93,87,92,85,81,80,25,75,87.0,14.0,80,3.0,08
2421,Nash,Steve,4.0,4.0,0,86,86,87.0,93,0,52,11,19.0,48.0,99,99.0,79.0,93,89,65,99,51,89,25,80,60.0,30.0,76,3.0,08
2422,Nowitzki,Dirk,1.0,2.0,0,91,91,84.0,86,74,64,72,29.0,89.0,40,95.0,64.0,61,61,59,80,69,85,25,88,86.0,22.0,79,3.0,08
2423,Allen,Ray,3.0,4.0,0,88,91,89.0,88,81,59,23,23.0,56.0,67,91.0,65.0,85,81,78,84,54,90,25,84,52.0,37.0,72,3.0,08
2424,Marion,Shawn,2.0,2.0,0,91,77,65.0,83,80,83,80,60.0,86.0,23,89.0,75.0,83,80,85,71,55,63,25,80,87.0,26.0,54,3.0,08
2425,Arroyo,Carlos,4.0,4.0,0,64,65,59.0,77,0,54,3,14.0,28.0,86,60.0,53.0,73,79,40,77,57,70,23,50,48.0,7.0,59,9.0,08
2426,Jefferson,Richard,2.0,2.0,0,86,80,61.0,81,90,80,19,28.0,71.0,47,81.0,80.0,81,83,90,80,61,60,25,78,69.0,16.0,71,2.0,08
2427,Murphy,Troy,1.0,0.0,1,73,64,66.0,79,62,40,21,73.0,88.0,19,76.0,44.0,62,50,45,58,68,60,25,73,71.0,16.0,57,6.0,08
2428,Hunter,Steven,0.0,1.0,0,64,53,0.0,51,72,6,82,72.0,64.0,5,62.0,58.0,52,56,70,36,63,58,12,50,63.0,0.0,37,7.0,08
2429,Collins,Jason,0.0,1.0,0,62,53,22.0,65,55,51,45,47.0,70.0,19,38.0,44.0,57,43,50,32,75,60,18,71,68.0,0.0,25,1.0,08
2430,Randolph,Zach,1.0,1.0,1,76,75,0.0,71,70,38,16,74.0,85.0,33,81.0,55.0,61,61,65,61,86,81,12,70,81.0,0.0,67,4.0,08
2431,Haywood,Brendan,0.0,0.0,0,69,46,0.0,58,59,51,82,77.0,71.0,14,65.0,58.0,52,41,53,33,79,72,12,63,73.0,0.0,39,5.0,08
2432,Wallace,Gerald,3.0,2.0,0,78,54,42.0,66,82,82,75,43.0,75.0,30,61.0,75.0,76,76,85,60,57,50,20,67,63.0,10.0,49,3.0,08
2433,Dalembert,Samuel,0.0,1.0,0,75,42,10.0,70,75,46,84,76.0,85.0,8,62.0,81.0,62,57,63,43,71,70,15,69,55.0,0.0,45,6.0,08
2434,Tinsley,Jamaal,4.0,3.0,0,73,54,72.0,63,0,73,14,15.0,54.0,87,74.0,74.0,81,85,50,80,51,75,25,64,47.0,30.0,72,9.0,08
2435,Parker,Tony,4.0,4.0,0,81,80,60.0,70,5,65,1,12.0,47.0,84,89.0,77.0,99,99,60,93,43,85,25,89,75.0,14.0,70,3.0,08
2436,Hassell,Trenton,2.0,3.0,0,64,66,13.0,74,40,25,23,30.0,35.0,29,60.0,80.0,73,68,68,70,55,85,15,69,42.0,2.0,34,7.0,08
2437,Arenas,Gilbert,4.0,3.0,0,91,82,80.0,82,75,83,35,46.0,56.0,86,87.0,82.0,86,87,60,86,60,70,25,75,60.0,37.0,75,3.0,08
2438,Scalabrine,Brian,1.0,2.0,0,59,50,65.0,72,39,52,23,57.0,60.0,36,60.0,62.0,38,36,30,36,69,50,25,50,52.0,20.0,35,0.0,08
2439,Watson,Earl,4.0,3.0,0,66,61,64.0,67,0,80,16,15.0,37.0,87,64.0,50.0,74,75,44,63,51,74,25,55,34.0,22.0,58,2.0,08
2440,Simmons,Bobby,2.0,3.0,0,74,65,64.0,82,60,69,9,38.0,63.0,38,76.0,69.0,68,59,67,54,78,58,25,80,56.0,11.0,53,7.0,08
2441,Fotsis,Antonis,1.0,2.0,0,59,60,59.0,50,58,51,56,63.0,62.0,15,64.0,33.0,50,43,48,44,50,38,23,50,55.0,1.0,10,6.0,08
2442,Collins,Jarron,0.0,1.0,0,55,48,0.0,71,54,20,9,47.0,58.0,30,41.0,47.0,57,46,56,34,74,62,12,50,64.0,0.0,35,6.0,08
2443,Bell,Charlie,4.0,3.0,0,61,56,60.0,73,10,32,8,43.0,48.0,62,50.0,48.0,64,65,50,71,36,80,25,50,46.0,10.0,10,6.0,08
2444,Evans,Maurice,3.0,2.0,0,69,58,60.0,80,80,54,9,57.0,47.0,16,64.0,50.0,73,65,81,56,63,70,25,50,50.0,22.0,40,10.0,08
2445,Rebraca,Zeljko,0.0,0.0,0,65,55,0.0,75,72,25,68,42.0,72.0,12,68.0,47.0,47,42,60,28,73,87,12,50,68.0,0.0,37,6.0,08
2446,Allen,Malik,1.0,0.0,0,60,39,0.0,60,58,30,68,61.0,60.0,16,70.0,48.0,48,57,50,28,75,47,12,50,58.0,0.0,42,2.0,08
2447,James,Mike,4.0,3.0,0,74,78,79.0,83,0,64,3,14.0,49.0,77,81.0,54.0,80,74,50,82,67,85,25,58,57.0,34.0,62,8.0,08
2448,Ming,Yao,0.0,0.0,0,88,82,50.0,85,60,24,89,68.0,82.0,69,87.0,82.0,58,55,40,55,86,90,23,83,87.0,0.0,62,2.0,08
2449,Dunleavy,Mike,2.0,3.0,0,74,76,76.0,78,52,56,16,44.0,68.0,68,73.0,50.0,63,52,44,69,57,75,25,69,52.0,30.0,49,7.0,08
2450,Gooden,Drew,1.0,1.0,0,72,46,26.0,80,75,51,48,65.0,85.0,25,65.0,42.0,59,52,64,44,68,66,18,70,71.0,3.0,54,7.0,08
2451,Wagner,Dajuan,3.0,4.0,0,59,68,69.0,68,10,67,16,10.0,36.0,35,62.0,42.0,72,75,62,73,51,42,25,50,51.0,35.0,35,10.0,08
2452,Nene,,0.0,1.0,0,73,59,0.0,66,75,68,62,63.0,77.0,30,76.0,47.0,60,61,70,40,76,55,12,52,75.0,0.0,51,6.0,08
2453,Wilcox,Chris,1.0,0.0,0,75,52,0.0,73,86,46,69,50.0,77.0,18,75.0,68.0,73,64,85,44,73,62,12,70,60.0,0.0,45,7.0,08
2454,Stoudemire,Amare,0.0,1.0,0,93,75,19.0,70,98,48,85,66.0,87.0,39,89.0,80.0,77,73,90,61,93,80,15,79,89.0,1.0,78,2.0,08
2455,Butler,Caron,3.0,2.0,0,81,75,70.0,87,75,73,10,42.0,58.0,25,80.0,75.0,75,78,77,75,75,65,25,77,59.0,20.0,50,6.0,08
2456,Jeffries,Jared,2.0,1.0,0,66,59,36.0,59,64,46,23,73.0,67.0,24,46.0,43.0,69,62,68,66,60,50,20,66,62.0,6.0,32,2.0,08
2457,Ely,Melvin,0.0,1.0,0,65,55,0.0,66,65,35,66,68.0,58.0,22,65.0,45.0,55,56,50,24,79,75,12,52,57.0,0.0,49,2.0,08
2458,Jones,Fred,3.0,2.0,0,71,51,69.0,81,85,48,21,11.0,47.0,42,68.0,50.0,75,65,90,66,68,70,25,66,35.0,35.0,46,7.0,08
2459,Nachbar,Bostjan,2.0,3.0,0,67,69,79.0,82,66,38,18,14.0,61.0,26,70.0,32.0,65,67,60,58,57,66,25,50,61.0,47.0,44,7.0,08
2460,Dixon,Juan,3.0,4.0,0,68,69,75.0,80,10,73,5,23.0,43.0,50,77.0,42.0,79,91,43,71,32,60,25,67,50.0,33.0,62,6.0,08
2461,Rush,Kareem,3.0,2.0,1,66,69,77.0,77,60,36,10,15.0,37.0,33,78.0,40.0,73,69,55,75,59,75,25,50,44.0,34.0,53,1.0,08
2462,Prince,Tayshaun,2.0,3.0,1,80,75,70.0,77,74,33,75,35.0,76.0,31,70.0,81.0,67,68,75,60,54,70,25,81,65.0,14.0,48,2.0,08
2463,Krstic,Nenad,1.0,0.0,0,68,63,0.0,69,59,28,60,65.0,71.0,18,74.0,57.0,57,59,53,37,63,75,12,65,67.0,0.0,55,1.0,08
2464,Salmons,John,3.0,2.0,0,64,65,66.0,72,53,73,19,9.0,57.0,56,60.0,47.0,68,43,48,60,54,65,25,50,43.0,43.0,37,1.0,08
2465,Dickau,Dan,4.0,4.0,0,66,78,75.0,83,0,65,4,12.0,36.0,83,75.0,39.0,73,73,40,70,53,50,25,65,43.0,32.0,63,7.0,08
2466,Mason,Roger,4.0,3.0,0,63,50,70.0,86,48,62,29,3.0,49.0,39,56.0,55.0,73,72,46,60,52,55,25,50,56.0,39.0,45,10.0,08
2467,Gadzuric,Dan,0.0,1.0,0,66,42,0.0,46,65,48,81,90.0,92.0,7,62.0,51.0,60,55,50,28,65,40,12,54,66.0,0.0,38,6.0,08
2468,Boozer,Carlos,1.0,1.0,0,76,65,0.0,72,83,41,21,80.0,82.0,39,84.0,60.0,56,60,70,51,86,60,12,71,72.0,0.0,67,7.0,08
2469,Navarro,Juan Carlos,3.0,4.0,1,57,62,61.0,68,10,52,7,11.0,41.0,51,59.0,62.0,66,61,50,55,24,55,25,50,56.0,1.0,44,9.0,08
2470,Murray,Ronald,4.0,3.0,0,69,69,59.0,73,49,62,19,12.0,49.0,35,73.0,66.0,83,80,57,68,47,70,23,50,53.0,26.0,57,9.0,08
2471,Barnes,Matt,2.0,3.0,0,75,74,68.0,74,67,60,14,54.0,61.0,37,74.0,60.0,76,75,62,75,65,65,25,50,53.0,30.0,37,1.0,08
2472,Sampson,Jamal,1.0,0.0,0,58,40,0.0,58,52,20,82,77.0,99.0,11,44.0,60.0,42,40,45,45,62,50,12,50,48.0,0.0,33,6.0,08
2473,Songaila,Darius,1.0,0.0,0,60,37,0.0,81,40,56,16,60.0,68.0,32,68.0,55.0,45,45,55,23,70,75,12,52,65.0,0.0,42,10.0,08
2474,Butler,Rasual,3.0,4.0,0,64,64,75.0,69,57,27,37,9.0,58.0,25,68.0,39.0,70,70,50,63,51,65,25,50,48.0,37.0,43,7.0,08
2475,Scola,Luis,1.0,1.0,1,56,45,2.0,30,69,35,59,50.0,47.0,24,74.0,50.0,58,51,65,20,45,61,13,50,55.0,1.0,44,0.0,08
2476,Giricek,Gordan,3.0,2.0,0,67,75,73.0,75,40,49,9,11.0,49.0,39,75.0,45.0,70,70,60,63,47,80,25,65,50.0,17.0,54,7.0,08
2477,Ginobili,Manu,3.0,3.0,1,87,81,74.0,80,80,84,19,26.0,55.0,80,82.0,74.0,83,84,70,80,51,70,25,66,80.0,31.0,68,3.0,08
2478,Pargo,Jannero,4.0,3.0,0,66,74,76.0,73,10,64,1,21.0,40.0,83,76.0,60.0,80,77,35,60,42,75,25,50,33.0,31.0,68,1.0,08
2479,Okur,Mehmet,0.0,1.0,0,75,75,75.0,78,47,24,46,67.0,81.0,66,80.0,35.0,60,48,43,55,70,51,25,65,80.0,25.0,56,2.0,08
2480,Wilks,Mike,4.0,4.0,0,57,72,47.0,79,0,82,5,11.0,39.0,57,54.0,60.0,70,75,20,60,48,50,20,50,38.0,21.0,45,10.0,08
2481,Burke,Pat,0.0,1.0,1,60,50,14.0,69,66,45,52,59.0,60.0,14,66.0,56.0,34,38,45,40,68,50,15,50,64.0,2.0,48,10.0,08
2482,Parker,Smush,4.0,3.0,0,72,60,62.0,69,75,65,10,15.0,40.0,65,66.0,61.0,79,75,79,72,40,50,25,70,49.0,34.0,33,7.0,08
2483,Evans,Reggie,1.0,1.0,0,67,48,0.0,53,58,58,15,86.0,98.0,17,45.0,69.0,55,54,59,35,85,70,12,57,63.0,0.0,30,2.0,08
2484,Brown,Devin,3.0,2.0,0,72,63,72.0,79,72,57,14,23.0,58.0,36,77.0,52.0,72,67,64,70,73,60,25,50,62.0,30.0,50,7.0,08
2485,Ming,Yao,0.0,0.0,0,88,82,50.0,78,60,24,89,68.0,82.0,69,87.0,82.0,58,55,40,55,86,90,23,83,87.0,0.0,62,2.0,08
2486,Nowitzki,Dirk,1.0,2.0,0,91,91,84.0,86,74,64,72,29.0,89.0,40,95.0,64.0,61,61,59,80,69,85,25,88,86.0,22.0,79,3.0,08
2487,Gasol,Pau,1.0,0.0,0,85,80,9.0,76,71,36,82,67.0,80.0,55,87.0,80.0,70,62,60,58,63,90,13,67,87.0,1.0,66,7.0,08
2488,Parker,Tony,4.0,4.0,0,81,80,60.0,65,5,65,1,12.0,47.0,84,89.0,77.0,99,99,60,88,43,85,25,89,75.0,21.0,70,3.0,08
2489,Nene,,0.0,1.0,0,72,59,0.0,66,70,68,62,63.0,77.0,30,76.0,47.0,52,61,70,40,76,55,12,52,75.0,1.0,51,6.0,08
2490,Kirilenko,Andrei,2.0,1.0,0,90,75,60.0,78,80,82,98,51.0,81.0,47,85.0,95.0,72,85,75,55,66,50,25,70,80.0,21.0,60,3.0,08
2491,Stojakovic,Peja,2.0,3.0,0,82,84,85.0,91,60,61,7,29.0,69.0,47,86.0,63.0,75,69,61,67,63,86,25,81,75.0,39.0,71,2.0,08
2492,Ginobili,Manu,3.0,3.0,1,86,81,74.0,77,80,84,19,26.0,55.0,80,82.0,74.0,83,84,70,80,51,70,25,66,80.0,33.0,68,3.0,08
2493,Turkoglu,Hedo,2.0,3.0,0,66,69,76.0,86,23,41,16,28.0,51.0,42,80.0,35.0,69,61,37,67,55,70,25,59,62.0,37.0,66,7.0,08
2494,Ilgauskas,Zydrunas,0.0,0.0,0,76,75,15.0,79,63,36,75,79.0,80.0,18,86.0,80.0,46,42,56,30,70,60,15,74,81.0,1.0,60,6.0,08
2495,Jimenez,Juan Carlos,2.0,3.0,0,69,60,57.0,60,40,45,43,62.0,76.0,47,61.0,58.0,60,55,46,46,40,75,23,78,67.0,1.0,56,6.0,08
2496,Garbajosa,Jorge,1.0,0.0,0,68,63,64.0,80,45,51,45,59.0,75.0,33,67.0,52.0,49,40,49,19,65,79,25,63,58.0,1.0,59,10.0,08
2497,Reyes,Felipe,0.0,1.0,0,66,53,0.0,45,65,30,45,70.0,80.0,10,75.0,60.0,60,50,65,20,54,90,12,66,80.0,1.0,50,6.0,08
2498,Calderon,Jose,4.0,4.0,0,66,68,70.0,62,50,50,10,10.0,25.0,74,60.0,60.0,75,70,70,70,32,50,25,80,30.0,20.0,30,7.0,08
2499,James,LeBron,2.0,3.0,0,97,80,74.0,73,96,82,40,20.0,75.0,83,90.0,79.0,93,87,92,85,81,80,25,75,87.0,18.0,80,3.0,08
2500,Milicic,Darko,0.0,1.0,1,67,63,55.0,62,63,14,64,8.0,75.0,12,68.0,63.0,67,70,35,50,69,60,23,64,68.0,0.0,34,5.0,08
2501,Anthony,Carmelo,2.0,2.0,0,86,80,70.0,79,85,46,18,43.0,77.0,55,93.0,60.0,72,70,80,80,77,80,25,75,84.0,13.0,76,4.0,08
2502,Bosh,Chris,1.0,0.0,1,88,84,62.0,77,80,46,80,70.0,80.0,23,86.0,80.0,67,65,80,60,50,70,25,81,85.0,10.0,56,3.0,08
2503,Kaman,Chris,0.0,0.0,0,75,55,0.0,77,75,28,75,75.0,75.0,21,67.0,75.0,59,57,65,55,79,59,12,70,65.0,0.0,38,6.0,08
2504,Ford,TJ,4.0,4.0,0,77,72,62.0,75,55,57,1,29.0,49.0,87,82.0,65.0,97,95,55,85,35,50,25,70,43.0,6.0,40,3.0,08
2505,Hinrich,Kirk,4.0,3.0,0,81,80,80.0,81,50,72,12,12.0,50.0,84,82.0,65.0,80,77,70,88,49,78,25,79,48.0,36.0,65,3.0,08
2506,Sweetney,Mike,1.0,0.0,0,65,39,0.0,65,64,32,28,78.0,77.0,14,75.0,55.0,55,64,30,39,82,72,12,50,77.0,0.0,48,5.0,08
2507,Hayes,Jarvis,2.0,3.0,0,70,55,64.0,83,58,57,9,21.0,63.0,28,67.0,55.0,84,72,63,66,60,84,25,61,41.0,23.0,47,6.0,08
2508,Ridnour,Luke,4.0,4.0,0,72,70,75.0,87,5,67,14,16.0,30.0,86,81.0,50.0,84,80,40,86,37,65,25,71,50.0,24.0,54,7.0,08
2509,Pietrus,Mickael,3.0,2.0,0,70,60,74.0,61,79,57,21,39.0,49.0,29,77.0,50.0,71,62,80,60,56,50,25,70,45.0,40.0,58,6.0,08
2510,Wade,Dwyane,3.0,4.0,0,93,80,50.0,78,87,82,43,25.0,50.0,81,90.0,83.0,94,90,89,90,60,73,23,83,87.0,3.0,87,3.0,08
2511,Barbosa,Leandro,3.0,4.0,0,79,65,77.0,75,67,55,9,23.0,47.0,65,84.0,45.0,99,95,63,88,45,65,25,70,65.0,39.0,50,2.0,08
2512,Schortsaniti,Sofoklis,1.0,0.0,0,55,42,3.0,50,65,25,45,64.0,61.0,16,51.0,40.0,41,54,40,37,57,50,13,50,65.0,1.0,38,10.0,08
